id,title,date,year,url,domain,source_name,source_type,collector,browser_family,incident_types,seeded,extension_related,incident_like,note,description
article-4099453-newly-discovered-malicious-extensions-could-be-lurking-in-enterprise-browsers-2-html,Newly discovered malicious extensions could be lurking in enterprise browsers,2025-12-01,2025,https://www.computerworld.com/article/4099453/newly-discovered-malicious-extensions-could-be-lurking-in-enterprise-browsers-2.html,computerworld.com,Computerworld,bing-news-rss,https://www.bing.com/news/search?q=browser+extension+malicious&format=rss,chrome|edge,malicious-extension|supply-chain,False,True,True,,"Once-trusted Chrome and Edge add-ons have quietly turned into tools for data harvesting, search manipulation, and a remote-execution backdoor affecting more than 4.3 million users. A sprawling ..."
chrome-edge-extensions-caught-tracking-users-creating-backdoors,"Chrome, Edge Extensions Caught Tracking Users, Creating Backdoors",2025-12-01,2025,https://www.securityweek.com/chrome-edge-extensions-caught-tracking-users-creating-backdoors/,securityweek.com,SecurityWeek,bing-news-rss,https://www.bing.com/news/search?q=site%3Asecurityweek.com+browser+extension+malicious&format=rss,chrome|edge|firefox|opera,malicious-extension,False,True,True,,"The extensions were seen profiling users, reading cookie data to create unique identifiers, and executing payloads with browser API access. A threat actor has published over a hundred malicious ..."
news-malicious-vs-code-extensions,Malicious VS Code Extensions Deploy Advanced Infostealer,2025-12-08,2025,https://www.infosecurity-magazine.com/news/malicious-vs-code-extensions/,infosecurity-magazine.com,Infosecurity-magazine.com,bing-news-rss,https://www.bing.com/news/search?q=site%3Ainfosecurity-magazine.com+browser+extension+malicious&format=rss,opera,malicious-extension,False,True,True,,"A new pair of malicious Visual Studio Code extensions capable of harvesting screenshots, browser sessions and stored credentials has been discovered by cybersecurity researchers. The extensions, ..."
news-malicious-browser-extensions-hit-4-220052162-html,Malicious browser extensions hit 4.3M users,2025-12-10,2025,https://www.aol.com/news/malicious-browser-extensions-hit-4-220052162.html,aol.com,AOL,bing-news-rss,https://www.bing.com/news/search?q=browser+extension+malicious&format=rss,chrome|edge|opera,malicious-extension,False,True,True,,A long-running malware campaign quietly evolved over several years and turned trusted Chrome and Edge extensions into spyware. A detailed report from Koi Security reveals that the ShadyPanda operation ...
blog-introducing-the-tactics-techniques-matrix-for-malicious-browser-extensions,Introducing the Tactics & Techniques Matrix for Malicious Browser Extensions - LayerX,2025-12-14,2025,https://layerxsecurity.com/blog/introducing-the-tactics-techniques-matrix-for-malicious-browser-extensions/,layerxsecurity.com,LayerX Security,sitemap,https://layerxsecurity.com/sitemap-posts.xml,opera,malicious-extension,False,True,True,,"Most of us rely on browser extensions every day, often without thinking about it. They make online work faster and easier by saving passwords, blocking ads, translating text, managing notes, or connecting our favorite-web apps together. For many organizations, extensions have also become a practical replacement for traditional desktop software. As endpoint malware grew […]"
tech-browser-extension-malware-infected-8-8m-users-darkspectre-attack,Browser extension malware infected 8.8M users in DarkSpectre attack,2026-01-06,2026,https://www.foxnews.com/tech/browser-extension-malware-infected-8-8m-users-darkspectre-attack,foxnews.com,Fox News,bing-news-rss,https://www.bing.com/news/search?q=browser+extension+compromised+publisher&format=rss,chrome|edge|firefox|opera,malicious-extension,False,True,True,,"Browser extensions promise convenience. Many offer simple tools like new tab pages, translators or video helpers. Researchers, however, uncovered a long-running malware operation that abused that ..."
chrome-extensions-with-900000-downloads-caught-stealing-ai-chats,"Chrome Extensions With 900,000 Downloads Caught Stealing AI Chats",2026-01-06,2026,https://www.securityweek.com/chrome-extensions-with-900000-downloads-caught-stealing-ai-chats/,securityweek.com,SecurityWeek,bing-news-rss,https://www.bing.com/news/search?q=site%3Asecurityweek.com+browser+extension+malicious&format=rss,chrome|edge|firefox,ai-related|malicious-extension,False,True,True,,"Impersonating a legitimate extension from AITOPIA, the two malicious extensions were also exfiltrating users’ browser activity. The applications, called ‘Chat GPT for Chrome with GPT-5, Claude Sonnet ..."
article-news-900k-users-chrome-extensions-steal-chatgpt-deepseek-chats,"900K Users Hit as Malicious Chrome Extensions Steal ChatGPT, DeepSeek Chats",2026-01-06,2026,https://www.techrepublic.com/article/news-900k-users-chrome-extensions-steal-chatgpt-deepseek-chats/,techrepublic.com,TechRepublic,bing-news-rss,https://www.bing.com/news/search?q=site%3Atechrepublic.com+browser+extension+malicious&format=rss,chrome,ai-related|malicious-extension,False,True,True,,"900,000 Users Hit as Malicious Chrome Extensions Steal ChatGPT, DeepSeek Chats Your email has been sent OX Security researchers found that more than 900,000 Chrome ..."
blog-browser-extensions-gone-rogue-the-full-scope-of-the-ghostposter-campaign,Browser Extensions Gone Rogue: The Full Scope of the GhostPoster Campaign - LayerX,2026-01-15,2026,https://layerxsecurity.com/blog/browser-extensions-gone-rogue-the-full-scope-of-the-ghostposter-campaign/,layerxsecurity.com,LayerX Security,sitemap,https://layerxsecurity.com/sitemap-posts.xml,chrome|edge|firefox|opera,malicious-extension,False,True,True,Seeded from existing post slideshow,"Last month, researchers at Koi Security published a detailed analysis of a malicious Firefox extension they dubbed GhostPoster – a browser-based malware leveraging an uncommon and stealthy payload delivery method: steganography within a PNG icon file. This innovative approach allowed the malware to evade traditional extension security reviews and static analysis tools. Following their […]"
news-security-malicious-ghostposter-browser-extensions-found-with-840-000-installs,"Malicious GhostPoster browser extensions found with 840,000 installs",2026-01-17,2026,https://www.bleepingcomputer.com/news/security/malicious-ghostposter-browser-extensions-found-with-840-000-installs/,bleepingcomputer.com,Bleeping Computer,bing-news-rss,https://www.bing.com/news/search?q=site%3Ableepingcomputer.com+browser+extension+malicious&format=rss,chrome|edge|firefox|opera,malicious-extension,False,True,True,,"Another set of 17 malicious extensions linked to the GhostPoster campaign has been discovered in Chrome, Firefox, and Edge stores, where they accumulated a total of 840,000 installations. The ..."
malicious-chrome-extension-crashes-browser-in-clickfix-variant-crashfix,Malicious Chrome Extension Crashes Browser in ClickFix Variant 'CrashFix',2026-01-18,2026,https://www.securityweek.com/malicious-chrome-extension-crashes-browser-in-clickfix-variant-crashfix/,securityweek.com,SecurityWeek,bing-news-rss,https://www.bing.com/news/search?q=site%3Asecurityweek.com+browser+extension+malicious&format=rss,chrome|edge|opera,malicious-extension,False,True,True,,"A fresh variant of the ClickFix attack relies on a malicious Chrome extension to display a security warning and lure victims into executing unwanted commands to install malware, Huntress reports."
pro-security-more-malicious-browser-extensions-uncovered-chrome-firefox-and-edge-all-affected,"Beware- over 840,000 malicious browser extensions uncovered",2026-01-18,2026,https://www.techradar.com/pro/security/more-malicious-browser-extensions-uncovered-chrome-firefox-and-edge-all-affected?amp;_bhlid=d94bbc114e30bf84376e1fbb1c843a2d258df5ef,techradar.com,TechRadar,bing-news-rss,https://www.bing.com/news/search?q=chrome+extension+malicious&format=rss,chrome|edge|firefox|opera,malicious-extension,False,True,True,,"Security researchers LayerX have discovered 17 extensions for Chrome, Firefox, and Edge browsers which monitored people’s internet activity and installed backdoors for persistent access. In total, the ..."
articles-one-17-browser-extensions-could-175544241-html,Do you have one of these 17 browser extensions? They could be tracking your browsing history.,2026-01-22,2026,https://www.aol.com/articles/one-17-browser-extensions-could-175544241.html,aol.com,AOL,bing-news-rss,https://www.bing.com/news/search?q=browser+extension+hijacked&format=rss,chrome|edge|firefox,malicious-extension,False,True,True,,You might have a dangerous browser extension monitoring your browser history and not even know it. The Koi Security researchers originally identified 17 malicious ...
news-malicious-google-chrome-extensions-hijack-161709118-html,Malicious Google Chrome extensions hijack accounts,2026-01-25,2026,https://www.aol.com/news/malicious-google-chrome-extensions-hijack-161709118.html,aol.com,AOL,bing-news-rss,https://www.bing.com/news/search?q=browser+extension+malicious&format=rss,chrome|opera,malicious-extension,False,True,True,,"Cybersecurity researchers have uncovered a serious threat hiding inside Google Chrome. Several browser extensions pretend to be helpful tools. In reality, they quietly take over user accounts. These ..."
blog-small-tools-big-risk-when-browser-extensions-start-stealing-api-keys,"Small Tools, Big Risk: When Browser Extensions Start Stealing API Keys",2026-01-27,2026,https://www.obsidiansecurity.com/blog/small-tools-big-risk-when-browser-extensions-start-stealing-api-keys,obsidiansecurity.com,Obsidian Security,manual-seed,manual,chrome|opera,ai-related|malicious-extension,True,True,True,AI-extension theft dataset anchor,"Background Last week, Obsidian Security published a customer advisory detailing a malicious browser extension that was actively stealing OpenAI API keys. That advisory focused on immediate risk and recommended actions for impacted organizations. This post is the technical write-up behind that advisory. It details how the extension operated, how API keys were exfiltrated, and why browser extensions remain an effective (and often overlooked) attack vector for data leakage. We also expand beyond the initial incident to examine a broader pattern of extensions that are at best misleading and at worst malicious."
zscaler-acquires-browser-security-firm-squarex,Zscaler Acquires Browser Security Firm SquareX,2026-02-05,2026,https://www.securityweek.com/zscaler-acquires-browser-security-firm-squarex/,securityweek.com,SecurityWeek,bing-news-rss,https://www.bing.com/news/search?q=site%3Asecurityweek.com+browser+extension+malicious&format=rss,chrome|edge|opera,other,False,True,False,,"Zscaler says the acquisition will allow customers to embed lightweight extensions into any browser, providing increased security and eliminating the need for third-party browsers. Zscaler (NASDAQ: ZS) ..."
tech-browser-extensions-passwords-in-plain-text,Your Browser,2026-02-08,2026,https://lifehacker.com/tech/browser-extensions-passwords-in-plain-text,lifehacker.com,Lifehacker,bing-news-rss,https://www.bing.com/news/search?q=browser+extension+vulnerability&format=rss,chrome,other,False,True,False,,"Jake Peterson is Lifehacker’s Tech Editor, and has been covering tech news and how-tos for nearly a decade. His team covers all things technology, including AI, smartphones, computers, game consoles, ..."
news-fake-ai-assistants-google-chrome,Fake AI Assistants in Google Chrome Web Store Steal Passwords,2026-02-12,2026,https://www.infosecurity-magazine.com/news/fake-ai-assistants-google-chrome/,infosecurity-magazine.com,Infosecurity-magazine.com,bing-news-rss,https://www.bing.com/news/search?q=site%3Ainfosecurity-magazine.com+browser+extension+malicious&format=rss,chrome|edge|opera,ai-related|malicious-extension,False,True,True,,"Over 260,000 Google Chrome users have downloaded fake AI assistants designed to deliver malicious browser extensions which can steal login credentials, monitor emails and enable remote access by ..."
over-300-malicious-chrome-extensions-caught-leaking-or-stealing-user-data,Over 300 Malicious Chrome Extensions Caught Leaking or Stealing User Data,2026-02-13,2026,https://www.securityweek.com/over-300-malicious-chrome-extensions-caught-leaking-or-stealing-user-data/,securityweek.com,SecurityWeek,bing-news-rss,https://www.bing.com/news/search?q=site%3Asecurityweek.com+browser+extension+malicious&format=rss,chrome|edge|firefox|opera,malicious-extension,False,True,True,,"With more than 37 million combined downloads, the extensions expose users to tracking and personal information theft. Security researchers have discovered more than 300 Chrome extensions that leak ..."
article-4132716-leaky-chrome-extensions-with-37m-installs-caught-shipping-your-browsing-history-2-html,Leaky Chrome extensions with 37M installs caught divulging your browsing history,2026-02-15,2026,https://www.computerworld.com/article/4132716/leaky-chrome-extensions-with-37m-installs-caught-shipping-your-browsing-history-2.html,computerworld.com,Computerworld,bing-news-rss,https://www.bing.com/news/search?q=site%3Acomputerworld.com+browser+extension+malicious&format=rss,chrome|opera,other,False,True,False,,"Hundreds of popular add‑ons used encrypted, URL‑sized payloads to send search queries, referrers, and timestamps to outside servers, in some cases tied to data brokers and unknown operators. An ..."
500000-vkontakte-accounts-hijacked-chrome-extensions,"Over 500,000 VKontakte accounts hijacked through malicious Chrome extensions",2026-02-15,2026,https://therecord.media/500000-vkontakte-accounts-hijacked-chrome-extensions,therecord.media,The Record,bing-news-rss,https://www.bing.com/news/search?q=site%3Atherecord.media+browser+extension+malicious&format=rss,chrome|opera,malicious-extension,False,True,True,,Cybersecurity researchers have uncovered a malware campaign that reportedly hijacked half a million accounts on VKontakte — Russia’s most popular social network — through Google Chrome browser ...
180386-promotedposts-how-browser-extensions-can-accidentally-compromise-your-privacy,How Browser Extensions Can Accidentally Compromise Your Privacy - Daily Emerald,2026-02-16,2026,https://dailyemerald.com/180386/promotedposts/how-browser-extensions-can-accidentally-compromise-your-privacy/,dailyemerald.com,Daily Emerald,bing-news-rss,https://www.bing.com/news/search?q=browser+extension+malicious&format=rss,,other,False,True,False,,“Can we go to another gear as a team?” Ducks head coach Melyssa Lombardi said after Oregon softball’s win over Iowa. “I think this series... Learn how to stay safe from the threats of dangerous ...
blog-pixel-perfect,Pixel Perfect: Sold Extension Injects Code Through Pixel,2026-02-23,2026,https://annex.security/blog/pixel-perfect/,annex.security,Annex Security,manual-seed,manual,,other,True,True,False,Seeded from existing post slideshow,A Google Lens extension that was sold gets weaponized overnight—stripping browser security headers and using a 1x1 GIF onload trick to execute C2-delivered JavaScript on every page
vulnerability-allowed-hijacking-chromes-gemini-live-ai-assistant,Vulnerability Allowed Hijacking Chrome's Gemini Live AI Assistant,2026-03-01,2026,https://www.securityweek.com/vulnerability-allowed-hijacking-chromes-gemini-live-ai-assistant/,securityweek.com,SecurityWeek,bing-news-rss,https://www.bing.com/news/search?q=site%3Asecurityweek.com+browser+extension+malicious&format=rss,chrome|edge|opera,ai-related|malicious-extension|vulnerability,False,True,True,,"A vulnerability in Chrome could have allowed malicious extensions to hijack the browser’s AI assistant to spy on users and exfiltrate data, Palo Alto Networks reports. Chrome’s side panel AI assistant ..."
article-news-compromised-chrome-extension-malware-crypto-theft,"Chrome Extension Hijacked to Deliver Malware, Steal Crypto Wallets",2026-03-02,2026,https://www.techrepublic.com/article/news-compromised-chrome-extension-malware-crypto-theft/?email_hash=0d7a7050906b225db2718485ca0f3472,techrepublic.com,TechRepublic,bing-news-rss,https://www.bing.com/news/search?q=browser+extension+hijacked&format=rss,chrome|opera,malicious-extension|supply-chain,False,True,True,,"A compromised Chrome extension with 7,000 users was updated to deploy malware, strip security headers, and steal cryptocurrency wallet seed phrases. Image: madedee/Adobe A once-trusted Chrome ..."
news-experts-prompt-poaching-browser,Experts Sound Alarm Over “Prompt Poaching” Browser Extensions,2026-03-24,2026,https://www.infosecurity-magazine.com/news/experts-prompt-poaching-browser/,infosecurity-magazine.com,Infosecurity-magazine.com,bing-news-rss,https://www.bing.com/news/search?q=site%3Ainfosecurity-magazine.com+browser+extension+malicious&format=rss,chrome|edge|opera,ai-related|malicious-extension,False,True,False,,"Security experts have warned users to beware of malicious Chrome extensions designed to secretly monitor and exfiltrate users’ AI conversations. Expel explained in a blog post, published on March 24, ..."
critical-flaw-in-claude-chrome-extension-allowed-malicious-prompt-injection,Critical Flaw in Claude Chrome Extension Can Allow Silent Malware,2026-03-27,2026,https://www.techjuice.pk/critical-flaw-in-claude-chrome-extension-allowed-malicious-prompt-injection/,techjuice.pk,TechJuice,bing-news-rss,https://www.bing.com/news/search?q=browser+extension+vulnerability&format=rss,chrome,malicious-extension|vulnerability,False,True,True,,"Claude extension flaw allowed zero click attacks, letting hackers inject commands and access sensitive user data."
new-deepload-malware-dropped-in-clickfix-attacks,New DeepLoad Malware Dropped in ClickFix Attacks,2026-04-01,2026,https://www.securityweek.com/new-deepload-malware-dropped-in-clickfix-attacks/,securityweek.com,SecurityWeek,bing-news-rss,https://www.bing.com/news/search?q=site%3Asecurityweek.com+browser+extension+malicious&format=rss,chrome|opera,malicious-extension,False,True,True,,The new DeepLoad malware has been distributed in ClickFix attacks to steal user credentials and install a rogue browser extension.
news-security-linkedin-secretly-scans-for-6-000-plus-chrome-extensions-collects-data,"LinkedIn secretly scans for 6,000+ Chrome extensions, collects data",2026-04-03,2026,https://www.bleepingcomputer.com/news/security/linkedin-secretly-scans-for-6-000-plus-chrome-extensions-collects-data/,bleepingcomputer.com,Bleeping Computer,bing-news-rss,https://www.bing.com/news/search?q=site%3Ableepingcomputer.com+browser+extension+malicious&format=rss,chrome|edge,other,False,True,False,,"A new report dubbed ""BrowserGate"" warns that Microsoft's LinkedIn is using hidden JavaScript scripts on its website to scan visitors' browsers for installed extensions and collect device data."
tech-policy-2026-04-linkedin-scanning-users-browser-extensions-sparks-controversy-and-two-lawsuits,LinkedIn scanning users' browser extensions sparks controversy and two lawsuits,2026-04-08,2026,https://arstechnica.com/tech-policy/2026/04/linkedin-scanning-users-browser-extensions-sparks-controversy-and-two-lawsuits/,arstechnica.com,Ars Technica,bing-news-rss,https://www.bing.com/news/search?q=site%3Aarstechnica.com+browser+extension+malicious&format=rss,chrome|chromium|edge|opera,other,False,True,False,,LinkedIn is facing two lawsuits over its practice of scanning users’ browsers to determine which extensions they’re running. Two class action complaints were filed by different law firms on behalf of ...
blog-browser-extensions-mining-data-49829,Kaspersky official blog,2026-04-10,2026,https://www.kaspersky.com/blog/browser-extensions-mining-data/49829/,kaspersky.com,Kaspersky,manual-seed,manual,,vulnerability,True,True,True,Known browser-extension incident roundup,"wi-fi AirSnitch: attacking Wi-Fi client isolation and guest networks How the AirSnitch vulnerability family threatens corporate networks, and what changes you need to make to your network architecture and settings to stay protected. Stan Kaminsky April 10, 2026"
2026-04-browser-extensions-are-new-ai-html,Browser Extensions Are the New AI Consumption Channel That No One Is Talking About,2026-04-10,2026,https://thehackernews.com/2026/04/browser-extensions-are-new-ai.html,thehackernews.com,The Hacker News,bing-news-rss,https://www.bing.com/news/search?q=browser+extension+malicious&format=rss,edge|opera,ai-related|vulnerability,False,True,False,,"AI browser extensions increase enterprise risk with 60% higher vulnerabilities, bypassing DLP controls and exposing sensitive data."
labs-critical-vulnerability-discovered-in-evernotes-chrome-extension,Critical Vulnerability Discovered in Evernote’s Chrome Extension,2026-04-12,2026,https://guard.io/labs/critical-vulnerability-discovered-in-evernotes-chrome-extension,guard.io,Guardio Labs,sitemap,https://guard.io/sitemap.xml,chrome,vulnerability,False,True,True,,"Support For Business Pricing About Start for Free Login Start for Free Labs Critical Vulnerability Discovered in Evernote’s Chrome Extension Avihay Kain Ido Schachter March 1, 2022 • 5 min read Table of Contents Heading 2 TLDR In May 2019 Guardio’s research team has discovered a critical vulnerability in Evernote Web Clipper for Chrome. A logical coding error made it is possible to break domain-isolation mechanisms and execute code on behalf of the user — granting access to sensitive user information not limited to Evernote’s domain. Financials, social media, personal emails, and more are all natural targets."
labs-crossbarking-exploiting-a-0-day-opera-vulnerability-with-a-cross-browser-extension-store-attack,“CrossBarking” — Exploiting a 0-Day Opera Vulnerability with a Cross-Browser Extension Store Attack,2026-04-12,2026,https://guard.io/labs/crossbarking-exploiting-a-0-day-opera-vulnerability-with-a-cross-browser-extension-store-attack,guard.io,Guardio Labs,sitemap,https://guard.io/sitemap.xml,chrome|chromium|edge|opera,malicious-extension|vulnerability,False,True,True,,"Support For Business Pricing About Start for Free Login Start for Free Labs “CrossBarking” Exploiting a 0-Day Opera Vulnerability with a Cross-Browser Extension Store Attack Nati Tal October 30, 2024 • 14 min read Table of Contents Heading 2 TLDR Guardio Labs has uncovered and fully disclosed a serious vulnerability in the Opera browser that allows malicious extensions to gain full access to permissive Private APIs, enabling actions like screen capturing, browser setting modifications, and account hijacking ."
labs-fakegpt-new-variant-of-fake-chatgpt-chrome-extension-stealing-facebook-ad-accounts-with,“FakeGPT”: New Variant of Fake-ChatGPT Chrome Extension Stealing Facebook Ad Accounts with Thousands of Daily Installs,2026-04-12,2026,https://guard.io/labs/fakegpt-new-variant-of-fake-chatgpt-chrome-extension-stealing-facebook-ad-accounts-with,guard.io,Guardio Labs,sitemap,https://guard.io/sitemap.xml,chrome|opera,ai-related|malicious-extension,False,True,True,,"Support For Business Pricing About Start for Free Login Start for Free Labs “FakeGPT” New Variant of Fake-ChatGPT Chrome Extension Stealing Facebook Ad Accounts with Thousands of Daily Installs Nati Tal March 8, 2023 • 8 min read Update: March 22, 2023 — Guardio Labs discovered another variant in this FakeGPT campaign, abusing open-source code and yet again hijacking Facebook profiles — read about it here . Update: March 9, 2023 — Following Guardio’ s report regarding this malicious extension to Google, the extension is now removed from Chrome’s store."
gl-security-security-tech-notes-threat-intelligence-tech-notes-malicious-browser-extensions-feb-2025,Tech Note - Malicious browser extensions impacting at least 3.2 million users - GitLab Security Tech Notes,,,https://gitlab-com.gitlab.io/gl-security/security-tech-notes/threat-intelligence-tech-notes/malicious-browser-extensions-feb-2025/,gitlab-com.gitlab.io,GitLab Security,manual-seed,manual,chrome|opera,malicious-extension|supply-chain,True,True,True,Seeded from existing post slideshow,GitLab Security Tech Notes Home Red Team Security Research Threat Intlligence Search Tech Note - Malicious browser extensions impacting at least 3.2 million users Key Points Background Threat Actor Infrastructure Malicious Configuration Variant Injected Payloads Understanding the Attack Chain Attribution & Conclusion Recommendations Appendix - Indicators of Compromise Tech Note - Malicious browser extensions impacting at least 3.2 million users 13 February 2025 - GitLab Threat Intelligence Key Points We identified...
blog-cyberhaven-browser-extension-compromise,Cyberhaven Browser Extension Compromise,,,https://keepaware.com/blog/cyberhaven-browser-extension-compromise,keepaware.com,Keep Aware,manual-seed,manual,chrome,malicious-extension|supply-chain,True,True,True,Seeded from existing post slideshow,"Blog / Threat Posts Cyberhaven Browser Extension Compromise Ryan Boerner Founder & CEO December 26, 2024 Share this post Cyberhaven Browser Extension Compromise: What Happened and What It Means Cyberhaven, a data loss prevention cybersecurity company, recently experienced a breach that resulted in the distribution of a malicious browser extension to its customer base. This breach highlights the importance of extension management and browser security within the organization. Below, we break down what happened, how it unfolded, and the implications for security teams."
blog-4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,4.3 Million Browsers Infected: Inside ShadyPanda's 7-Year Malware Campaign,,,https://www.koi.ai/blog/4-million-browsers-infected-inside-shadypanda-7-year-malware-campaign,koi.ai,Koi Research,manual-seed,manual,chrome|edge|opera,malicious-extension|vulnerability,True,True,True,Seeded from existing post slideshow,"Back Koi Research 4.3 Million Browsers Infected: Inside ShadyPanda's 7-Year Malware Campaign Tuval Admoni , , December 1, 2025 Intro Koi researchers have identified a threat actor we're calling ShadyPanda - responsible for a seven-year browser extension campaign that has infected 4.3 million Chrome and Edge users. Our investigation uncovered two active operations: A 300,000-user RCE backdoor: Five extensions, including the ""Featured"" and ""Verified"" Clean Master, were weaponized in mid-2024 after years of legitimate operation."
blog-greedybear-650-attack-tools-one-coordinated-campaign,"GreedyBear: 650 Attack Tools, One Coordinated Campaign",,,https://www.koi.ai/blog/greedybear-650-attack-tools-one-coordinated-campaign,koi.ai,Koi Research,manual-seed,manual,firefox|opera,malicious-extension|supply-chain,True,True,True,Seeded from existing post slideshow,"Back Koi Research GreedyBear: 650 Attack Tools, One Coordinated Campaign Tuval Admoni , , August 8, 2025 Intro What happens when cybercriminals stop thinking small and start thinking like a Fortune 500 company? You get GreedyBear , the attack group that just redefined industrial-scale crypto theft. 150 weaponized Firefox extensions. nearly 500 malicious executables. Dozens of phishing websites. One coordinated attack infrastructure. According to user reports, over $1 million stolen ."
blog-foxywallet-40-malicious-firefox-extensions-exposed,FoxyWallet: 40+ Malicious Firefox Extensions Exposed,,,https://www.koi.ai/blog/foxywallet-40-malicious-firefox-extensions-exposed,koi.ai,Koi Security,sitemap,https://www.koi.security/sitemap.xml,chrome|firefox|opera,malicious-extension,False,True,True,Seeded from existing post slideshow,"Back Koi Research FoxyWallet: 40+ Malicious Firefox Extensions Exposed Yuval Ronen , , July 2, 2025 Intro A large-scale malicious campaign has been uncovered involving dozens of fake Firefox extensions designed to steal cryptocurrency wallet credentials. These extensions impersonate legitimate wallet tools from widely-used platforms such as Coinbase, MetaMask, Trust Wallet, Phantom, Exodus, OKX, Keplr, MyMonero, Bitget, Leap, Ethereum Wallet , and Filfox . Once installed, the malicious extensions silently exfiltrate wallet secrets, putting users’ assets at immediate risk."
blog-google-and-microsoft-trusted-them-2-3-million-users-installed-them-they-were-malware,Google and Microsoft Trusted Them. 2.3 Million Users Installed Them. They Were Malware.,,,https://www.koi.security/blog/google-and-microsoft-trusted-them-2-3-million-users-installed-them-they-were-malware,koi.security,Koi Security,manual-seed,manual,chrome|edge|opera,malicious-extension,True,True,True,Seeded from existing post slideshow,"Back Koi Research Google and Microsoft Trusted Them. 2.3 Million Users Installed Them. They Were Malware. Idan Dardikman , , July 8, 2025 Intro TL;DR - Our investigation of a single “verified” color picker exposed a coordinated campaign of 18 malicious extensions that infected a massive 2.3 million users across Chrome and Edge. If you think a Chrome extension with Google’s verified badge, 100,000+ installs, 800+ reviews, and featured placement on the store is trustworthy? Think again."
blog-vk-styles-500k-users-infected-by-chrome-extensions-that-hijack-vkontakte-accounts,VK Styles: 500K Users Infected by Chrome Extensions That Hijack VKontakte Accounts,,,https://www.koi.ai/blog/vk-styles-500k-users-infected-by-chrome-extensions-that-hijack-vkontakte-accounts,koi.ai,Koi Security,sitemap,https://www.koi.security/sitemap.xml,chrome|opera,malicious-extension,False,True,True,,"Back Koi Research VK Styles: 500K Users Infected by Chrome Extensions That Hijack VKontakte Accounts Ariel Cohen , , February 12, 2026 Intro Half a million VKontakte users had their accounts silently hijacked. Their settings reset every 30 days. Automatically subscribed to groups they never chose. All through Chrome extensions that looked like simple VK customization tools. We discovered a sophisticated malware campaign targeting VKontakte (VK), Russia's largest social network with over 650 million users."
blog-when-chrome-extensions-turn-against-us-the-cyberhaven-breach-and-beyond,When Chrome Extensions Turn Against Us: The Cyberhaven Breach and Beyond,,,https://www.koi.ai/blog/when-chrome-extensions-turn-against-us-the-cyberhaven-breach-and-beyond,koi.ai,Koi Security,sitemap,https://www.koi.security/sitemap.xml,chrome|edge|firefox,malicious-extension,False,True,True,,"Back Security Insights When Chrome Extensions Turn Against Us: The Cyberhaven Breach and Beyond Amit Assaraf , , December 30, 2024 Intro Did you ever wonder what happens when a cybersecurity company becomes a tool for spreading malware? This is exactly what happened to the cybersecurity company Cyberhaven last Wednesday, leading to the infection of its 400,000 users with malicious code through a Chrome extension. Cyberhaven is one of the startups in the DLP (Data Loss Prevention) space — a tool designed to prevent sensitive organizational data from leaking."
support-solutions-articles-67000750069-security-notice-trust-wallet-browser-extension-version-2-68-vulnerability,Security Notice: Trust Wallet Browser Extension Version 2.68 Vulnerability,,,https://support.trustwallet.com/support/solutions/articles/67000750069-security-notice-trust-wallet-browser-extension-version-2-68-vulnerability,support.trustwallet.com,Trust Wallet,manual-seed,manual,chrome,vulnerability,True,True,True,Seeded from existing post slideshow,"Last Updated: December 29, 2025 Overview We have identified a security incident affecting only the Trust Wallet Browser Extension version 2.68. To maintain the security of your wallet and assets, users currently using version 2.68 should immedi..."
